Indicator_Name,Indicator_Code,Country_Name,Country_Code,Year,Values,Num_of_Countries,Num_of_Years,FirstYear,LastYear
Number of under-five deaths,SH.DTH.MORT,Jamaica,JAM,2013,826,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkmenistan,TKM,2006,7669,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Botswana,BWA,1979,3147,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ireland,IRL,2012,289,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nigeria,NGA,1971,697770,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Senegal,SEN,1994,47587,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Russian Federation,RUS,1984,60890,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Czech Republic,CZE,1998,591,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Austria,AUT,1985,1102,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Vanuatu,VUT,1960,460,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mauritius,MUS,1979,1010,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cuba,CUB,1980,3282,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,South Africa,ZAF,1994,60317,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lithuania,LTU,2009,209,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominica,DMA,2007,18,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2013,3684,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cameroon,CMR,1965,61500,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,2009,340,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Swaziland,SWZ,2004,4397,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkey,TUR,2010,24886,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1975,17689,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Trinidad and Tobago,TTO,1965,1692,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Bahamas, The",BHS,1984,167,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Japan,JPN,1994,7289,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Upper middle income,UMC,1999,1338846,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Philippines,PHL,1999,91038,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Gambia, The",GMB,1978,6803,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,World,WLD,2015,5831138,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Romania,ROU,2005,3901,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mexico,MEX,1974,225897,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central Europe and the Baltics,CEB,2000,12994,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Panama,PAN,1990,1994,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bangladesh,BGD,1996,395158,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Guatemala,GTM,1984,34903,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bahrain,BHR,2005,177,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Samoa,WSM,2002,110,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Chile,CHL,1974,19100,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central Europe and the Baltics,CEB,1996,18773,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central Europe and the Baltics,CEB,2015,5883,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Djibouti,DJI,1995,2506,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Moldova,MDA,1985,3655,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Peru,PER,2000,24092,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kuwait,KWT,1982,1612,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Andorra,AND,2015,2,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jordan,JOR,2011,4341,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Thailand,THA,2004,16475,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Chile,CHL,1983,6625,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Slovak Republic,SVK,2003,464,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominica,DMA,1985,27,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,2002,259,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Guyana,GUY,1986,1480,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iraq,IRQ,1971,48230,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Egypt, Arab Rep.",EGY,1971,343307,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nepal,NPL,1981,123155,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tanzania,TZA,1994,198483,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,San Marino,SMR,2007,1,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burundi,BDI,1987,41463,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Netherlands,NLD,1995,1343,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,South Africa,ZAF,2001,75951,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,1991,29123,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,European Union,EUU,2004,31459,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Arab World,ARB,1997,521402,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Rwanda,RWA,2015,14845,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ukraine,UKR,1990,12869,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zambia,ZMB,1978,38987,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1978,47,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominican Republic,DOM,1984,15277,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Korea, Rep.",KOR,2003,3263,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brazil,BRA,1968,460755,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bolivia,BOL,1966,43731,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,1990,28112,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Panama,PAN,1985,2280,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,1973,28461,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Switzerland,CHE,1989,662,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Panama,PAN,1996,1887,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Latvia,LVA,1991,652,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mozambique,MOZ,1985,145914,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Liberia,LBR,2016,10466,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,3309919,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Macedonia, FYR",MKD,2008,268,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tanzania,TZA,1976,142128,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Pakistan,PAK,1984,556042,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sweden,SWE,1978,878,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cabo Verde,CPV,1987,972,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Uganda,UGA,1992,148346,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sao Tome and Principe,STP,2006,344,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jamaica,JAM,1988,2005,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1976,12009,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Least developed countries: UN classification,LDC,2014,2209347,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sierra Leone,SLE,2004,47234,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belgium,BEL,1973,2763,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jordan,JOR,2000,4386,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ethiopia,ETH,1991,443663,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Paraguay,PRY,1962,6593,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belarus,BLR,1996,1651,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1961,2090,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Algeria,DZA,2004,22540,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,264250,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Botswana,BWA,2008,2910,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Saudi Arabia,SAU,2011,9206,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Indonesia,IDN,2001,229105,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Paraguay,PRY,2000,4831,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Europe & Central Asia,ECS,2001,208590,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,European Union,EUU,1996,45876,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sri Lanka,LKA,1968,28448,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Thailand,THA,1984,60696,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mali,MLI,1984,104732,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belgium,BEL,1998,739,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mexico,MEX,2010,40492,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mozambique,MOZ,1982,142839,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Togo,TGO,1996,22162,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kenya,KEN,2012,83736,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kiribati,KIR,1993,226,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nauru,NRU,2003,7,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malaysia,MYS,2013,4016,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Myanmar,MMR,1975,171410,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Serbia,SRB,2011,714,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Vanuatu,VUT,1962,453,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Djibouti,DJI,1999,2291,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brunei Darussalam,BRN,1989,98,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Paraguay,PRY,1986,7066,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kuwait,KWT,1986,1210,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,East Asia & Pacific (excluding high income),EAP,2013,589196,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Canada,CAN,1973,6598,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Lucia,LCA,1984,104,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malta,MLT,2014,28,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Fiji,FJI,1976,1001,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Kitts and Nevis,KNA,1989,32,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominican Republic,DOM,1964,24609,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Rwanda,RWA,2001,54042,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Middle East & North Africa (excluding high income),MNA,1998,348112,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,4020493,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belarus,BLR,2014,477,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Vincent and the Grenadines,VCT,2008,42,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kyrgyz Republic,KGZ,1985,9984,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bolivia,BOL,1978,38160,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nigeria,NGA,1983,733053,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malaysia,MYS,1988,8921,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kazakhstan,KAZ,2007,8876,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Post-demographic dividend,PST,2012,62837,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bahrain,BHR,1997,214,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lao PDR,LAO,2005,15737,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Low income,LIC,1992,2604736,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Niger,NER,1983,112607,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cuba,CUB,2002,1102,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1999,18,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Singapore,SGP,2015,133,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central African Republic,CAF,1985,18617,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Upper middle income,UMC,1993,2062140,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkmenistan,TKM,1983,11924,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belize,BLZ,2012,136,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Fiji,FJI,1994,520,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,2001,3914,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Madagascar,MDG,1988,78857,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Switzerland,CHE,1978,864,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mauritius,MUS,2008,261,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,China,CHN,1996,861465,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Madagascar,MDG,1997,74630,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Papua New Guinea,PNG,2015,12257,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ghana,GHA,2016,50679,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Philippines,PHL,1989,121406,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,India,IND,1992,3226314,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Least developed countries: UN classification,LDC,1999,3496561,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominica,DMA,2008,19,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Serbia,SRB,2005,946,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Chad,TCD,1990,59911,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,India,IND,1970,4462465,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Thailand,THA,1997,26078,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA total,IDA,1999,5337201,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Haiti,HTI,1963,46622,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tajikistan,TJK,2014,11223,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nepal,NPL,1966,134217,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Early-demographic dividend,EAR,2011,3261902,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Low income,LIC,2010,2012289,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kiribati,KIR,1975,224,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,East Asia & Pacific (IDA & IBRD countries),TEA,2000,1184402,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nigeria,NGA,2008,847919,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,New Zealand,NZL,1961,1631,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,New Zealand,NZL,2003,394,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tanzania,TZA,2016,117187,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Honduras,HND,1971,18012,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Lucia,LCA,1980,129,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Europe & Central Asia,ECS,2014,117643,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Argentina,ARG,2014,9102,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Lucia,LCA,1998,61,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Middle income,MIC,1990,9861358,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bahrain,BHR,1986,333,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Estonia,EST,2009,76,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malaysia,MYS,1963,27144,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,OECD members,OED,2003,172017,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Gambia, The",GMB,2012,5378,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kiribati,KIR,1988,258,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Senegal,SEN,1999,51270,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Solomon Islands,SLB,1998,432,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Estonia,EST,2006,94,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Oman,OMN,1997,1282,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kazakhstan,KAZ,1990,20333,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Portugal,PRT,1993,1276,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lebanon,LBN,1997,1532,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Singapore,SGP,2006,138,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mexico,MEX,1994,91715,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jamaica,JAM,1963,5025,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ecuador,ECU,1993,15064,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Chad,TCD,1985,54521,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sudan,SDN,1972,75388,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bolivia,BOL,1976,39192,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,South Sudan,SSD,2008,42016,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Estonia,EST,2007,87,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Serbia,SRB,2004,1045,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1997,2319,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Samoa,WSM,1996,136,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Botswana,BWA,2000,3974,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cameroon,CMR,1967,61141,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ethiopia,ETH,2008,270168,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Canada,CAN,1970,8034,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tunisia,TUN,1993,10025,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Norway,NOR,1982,498,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominican Republic,DOM,2010,7537,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bulgaria,BGR,1994,1676,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belize,BLZ,2008,147,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Equatorial Guinea,GNQ,1998,3540,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cuba,CUB,1983,3207,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nigeria,NGA,1969,699205,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Suriname,SUR,1996,431,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,1977,32222,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Switzerland,CHE,1967,2208,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Libya,LBY,2016,1634,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Congo, Dem. Rep.",COD,2008,324168,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cambodia,KHM,1981,49287,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nepal,NPL,1997,73690,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Israel,ISR,1996,927,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sudan,SDN,1992,109018,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Netherlands,NLD,1987,1685,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Australia,AUS,1973,4848,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Madagascar,MDG,2006,53500,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Europe & Central Asia,ECS,2004,176806,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nicaragua,NIC,1984,12890,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Afghanistan,AFG,2001,122472,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burundi,BDI,2015,31351,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cuba,CUB,1987,2866,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Guinea,GIN,1966,57248,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brazil,BRA,1964,489293,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Macedonia, FYR",MKD,1988,1620,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Peru,PER,1965,97760,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mali,MLI,1993,103243,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Luxembourg,LUX,2004,19,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Costa Rica,CRI,1976,2469,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brunei Darussalam,BRN,2000,86,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Philippines,PHL,1995,97008,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,1998,20,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malawi,MWI,1986,93291,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,2015,1705,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,2016,1370,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Seychelles,SYC,1973,109,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Oman,OMN,1970,7514,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Afghanistan,AFG,2002,122365,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Hungary,HUN,1972,6093,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1977,10653,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Marshall Islands,MHL,1977,95,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jamaica,JAM,1989,1934,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Kitts and Nevis,KNA,1994,26,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Botswana,BWA,2010,2624,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kyrgyz Republic,KGZ,2016,3180,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkey,TUR,2001,49670,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,India,IND,1967,4464279,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sudan,SDN,1983,96625,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lebanon,LBN,1991,2115,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tuvalu,TUV,1996,13,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,2008,45822,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brazil,BRA,1990,239570,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Solomon Islands,SLB,2009,479,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Latin America & Caribbean,LCN,2009,243131,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Guinea,GIN,2000,60257,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cabo Verde,CPV,2016,241,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Honduras,HND,1987,11927,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mozambique,MOZ,1996,152114,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Luxembourg,LUX,1977,59,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lesotho,LSO,1985,5630,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Low income,LIC,1993,2624947,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zambia,ZMB,2006,52113,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Least developed countries: UN classification,LDC,1993,3643790,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Papua New Guinea,PNG,1986,13024,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Syrian Arab Republic,SYR,1974,26905,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Poland,POL,2004,2888,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mali,MLI,1973,115079,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Upper middle income,UMC,2013,601782,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tonga,TON,2007,48,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Oman,OMN,1975,6850,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,France,FRA,1972,13870,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kenya,KEN,1998,119861,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Germany,DEU,1999,4219,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Croatia,HRV,1987,965,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Panama,PAN,1980,2679,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Marshall Islands,MHL,1968,76,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burkina Faso,BFA,1986,76580,239,57,1960,2016
