Indicator_Name,Indicator_Code,Country_Name,Country_Code,Year,Values,Num_of_Countries,Num_of_Years,FirstYear,LastYear
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,European Union,EUU,2002,1.75924904034702,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Korea, Rep.",KOR,2005,2.62559,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tajikistan,TJK,2010,0.08914,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tajikistan,TJK,2015,0.1089,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,European Union,EUU,2006,1.7639007317747,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Israel,ISR,1997,2.81177,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Argentina,ARG,2007,0.45801,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Luxembourg,LUX,2006,1.68666,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bulgaria,BGR,1998,0.4954,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Late-demographic dividend,LTE,2010,1.31745318930882,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malaysia,MYS,2008,0.78842,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kyrgyz Republic,KGZ,2011,0.15633,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mexico,MEX,2009,0.51945,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,New Zealand,NZL,2003,1.14497,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mongolia,MNG,2013,0.23214,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uruguay,URY,2002,0.23837,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ethiopia,ETH,2010,0.24129,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Pakistan,PAK,2000,0.12815,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Paraguay,PRY,2014,0.10316,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,East Asia & Pacific (excluding high income),EAP,2013,1.71078416902407,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Panama,PAN,1996,0.3101,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Panama,PAN,2003,0.32109,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Low & middle income,LMY,2001,0.673760255168183,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Italy,ITA,2007,1.13239,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Middle income,MIC,2013,1.27908977316813,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belarus,BLR,2006,0.66038,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Croatia,HRV,2011,0.75143,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belgium,BEL,2005,1.78507,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Australia,AUS,2008,2.39823,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Brazil,BRA,2012,1.12795,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macao SAR, China",MAC,2015,0.13305,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Canada,CAN,2005,1.97345,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Upper middle income,UMC,1997,0.539043499952805,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Armenia,ARM,2006,0.24023,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bulgaria,BGR,2007,0.42683,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,El Salvador,SLV,2009,0.07744,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Korea, Rep.",KOR,2007,3.00975,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Russian Federation,RUS,2003,1.28684,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Luxembourg,LUX,2000,1.59038,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sweden,SWE,2013,3.30597,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Slovenia,SVN,2012,2.57845,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia,ECS,2002,1.69851888251744,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,South Asia (IDA & IBRD),TSA,1999,0.639854402023837,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Low & middle income,LMY,2007,0.907479931960114,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,2003,0.793252199944445,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Denmark,DNK,2005,2.38733,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (excluding high income),ECA,2008,0.834580364661697,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Latvia,LVA,2000,0.43598,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Netherlands,NLD,1997,1.86522,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Argentina,ARG,1998,0.41124,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (excluding high income),ECA,2006,0.801062881196832,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (excluding high income),ECA,2014,0.897082435783959,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mongolia,MNG,2002,0.25183,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Austria,AUT,2009,2.6153,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,High income,HIC,2008,2.34791760321016,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Middle income,MIC,2009,1.04954213486926,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Serbia,SRB,2005,0.41717,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Croatia,HRV,2004,1.03028,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Botswana,BWA,2013,0.5423,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Armenia,ARM,1997,0.187,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belarus,BLR,2000,0.7224,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Slovak Republic,SVK,2015,1.17845,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Portugal,PRT,2014,1.29032,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bolivia,BOL,1997,0.31577,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,China,CHN,2011,1.77648,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Montenegro,MNE,2004,1.01872,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,OECD members,OED,1999,2.21949832334737,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macedonia, FYR",MKD,2001,0.29355,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uganda,UGA,2006,0.30049,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,South Africa,ZAF,2011,0.7354,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uganda,UGA,2003,0.25702,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macao SAR, China",MAC,2013,0.05113,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,France,FRA,2001,2.13554,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Iran, Islamic Rep.",IRN,2003,0.59396,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uruguay,URY,2009,0.41224,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Georgia,GEO,1996,0.33088,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Turkey,TUR,1997,0.49169,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,High income,HIC,2002,2.29457701233463,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,China,CHN,2009,1.66249,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malaysia,MYS,2002,0.6529,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Greece,GRC,2004,0.52653,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Euro area,EMU,1997,1.70993083691997,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,0.721682467388042,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Slovak Republic,SVK,1999,0.64556,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Latin America & Caribbean,LCN,2012,0.735140949819228,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Estonia,EST,2002,0.71649,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ireland,IRL,2011,1.54098,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bosnia and Herzegovina,BIH,2006,0.01969,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sub-Saharan Africa (excluding high income),SSA,2007,0.548122438951434,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Botswana,BWA,2005,0.53286,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ethiopia,ETH,2013,0.60468,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guatemala,GTM,2012,0.04468,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Czech Republic,CZE,1997,0.99884,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,2002,0.795707236616412,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mauritius,MUS,2000,0.28973,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Czech Republic,CZE,2007,1.30572,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Greece,GRC,2010,0.59846,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Gabon,GAB,2007,0.41644,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Austria,AUT,2002,2.0727,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Post-demographic dividend,PST,2009,2.47297521453326,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Germany,DEU,2001,2.38541,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Middle income,MIC,2007,0.912767565687507,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Spain,ESP,2002,0.96042,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Latin America & Caribbean (excluding high income),LAC,2010,0.828450717025947,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Turkey,TUR,2005,0.59098,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uganda,UGA,2009,0.35397,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,India,IND,2003,0.70727,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macedonia, FYR",MKD,2015,0.44329,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macedonia, FYR",MKD,2006,0.19364,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Late-demographic dividend,LTE,2013,1.48027514374595,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Egypt, Arab Rep.",EGY,2008,0.27009,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sweden,SWE,2011,3.24615,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Post-demographic dividend,PST,2005,2.26888096795369,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,1998,0.630083358567951,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Costa Rica,CRI,2009,0.52091,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Madagascar,MDG,2006,0.16394,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bosnia and Herzegovina,BIH,2008,0.01843,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (excluding high income),ECA,2009,0.943764749103709,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,France,FRA,2008,2.05332,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Portugal,PRT,2011,1.45821,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Denmark,DNK,2008,2.77572,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macedonia, FYR",MKD,2010,0.21649,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,China,CHN,2006,1.37128,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Madagascar,MDG,2002,0.24545,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Netherlands,NLD,2010,1.72342,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kazakhstan,KAZ,1997,0.29375,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Hungary,HUN,1999,0.67403,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Germany,DEU,2006,2.45938,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mongolia,MNG,2000,0.1882,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Chile,CHL,2014,0.37655,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Japan,JPN,2009,3.22811,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,European Union,EUU,1998,1.67637918372983,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Spain,ESP,2005,1.09526,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malaysia,MYS,2010,1.03663,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uzbekistan,UZB,2014,0.19759,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,2006,0.765511239377944,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cuba,CUB,2004,0.60231,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Croatia,HRV,1999,0.84202,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Japan,JPN,2003,3.04532,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,United Kingdom,GBR,2013,1.65949,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belarus,BLR,2002,0.62181,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Peru,PER,2013,0.08167,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,New Zealand,NZL,1997,1.05462,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Greece,GRC,2007,0.57579,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Turkey,TUR,2000,0.47811,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,IDA & IBRD total,IBT,2008,0.946692032774156,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Iceland,ISL,2001,2.87674,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,East Asia & Pacific,EAS,2010,2.41586735179977,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malta,MLT,2009,0.5174,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Netherlands,NLD,1996,1.8605,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Late-demographic dividend,LTE,2014,1.54149081806162,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Early-demographic dividend,EAR,2010,0.789849300408794,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guatemala,GTM,2007,0.06668,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,United States,USA,2003,2.55523,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,East Asia & Pacific,EAS,2005,2.43165569664891,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Slovenia,SVN,2010,2.05763,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macedonia, FYR",MKD,2012,0.32655,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,East Asia & Pacific,EAS,1999,2.32985666383367,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Moldova,MDA,2004,0.34903,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Azerbaijan,AZE,2011,0.21084,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uruguay,URY,2000,0.20937,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Austria,AUT,2003,2.18268,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mauritius,MUS,2003,0.33703,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ukraine,UKR,1997,1.1923,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Latin America & Caribbean (excluding high income),LAC,2004,0.573903842074585,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Brazil,BRA,2002,0.97667,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ecuador,ECU,2013,0.3799,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Japan,JPN,1998,2.87296,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Madagascar,MDG,2001,0.21816,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Panama,PAN,2011,0.17461,173,20,1996,2015
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ukraine,UKR,2005,1.03202,173,20,1996,2015
