Indicator_Name,Indicator_Code,Country_Name,Country_Code,Year,Values,Num_of_Countries,Num_of_Years,FirstYear,LastYear
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Late-demographic dividend,LTE,2004,53.7093002854773,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Equatorial Guinea,GNQ,2011,75.9000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Namibia,NAM,2017,59.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Mozambique,MOZ,2011,5.40000009536743,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Brunei Darussalam,BRN,1991,96.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Malawi,MWI,1992,23.8999996185303,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,New Caledonia,NCL,2014,75.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Finland,FIN,1994,86.9000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Tanzania,TZA,2009,7.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Mauritius,MUS,2007,83.8000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Hungary,HUN,2015,92,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Brazil,BRA,1997,65.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Trinidad and Tobago,TTO,2017,85.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Greece,GRC,1991,54.7000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Tunisia,TUN,1992,71.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Guyana,GUY,2002,72.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Least developed countries: UN classification,LDC,1997,10.182287236494,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Arab World,ARB,2012,62.6041790343457,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,IDA & IBRD total,IBT,2016,49.4624356309368,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Russian Federation,RUS,2003,93.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Other small states,OSS,1994,55.3740191309905,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Luxembourg,LUX,1994,88.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Turkey,TUR,2015,61.7999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Cuba,CUB,2008,87.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Angola,AGO,1997,23.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Portugal,PRT,2004,76.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Channel Islands,CHI,2015,90.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Syrian Arab Republic,SYR,2017,85.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,IDA only,IDX,2005,12.8101381961503,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Algeria,DZA,1999,59.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,New Caledonia,NCL,2001,80.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Singapore,SGP,1994,92.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Lithuania,LTU,1992,77.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Nigeria,NGA,2002,44.2999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Botswana,BWA,2001,82,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Ecuador,ECU,2008,47.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Samoa,WSM,2007,85.6999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Congo, Dem. Rep.",COD,1996,15.6000003814697,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Middle income,MIC,2003,41.3746038613025,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,IDA only,IDX,2001,12.0385417781285,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Iraq,IRQ,2005,47,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Guam,GUM,2004,49.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Serbia,SRB,1999,76.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,France,FRA,1996,90,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Thailand,THA,2015,44.7000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Egypt, Arab Rep.",EGY,2007,47.9000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,St. Vincent and the Grenadines,VCT,1995,79.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,St. Lucia,LCA,2014,71.6999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Burundi,BDI,1998,2.29999995231628,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Armenia,ARM,1999,52.2999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Greece,GRC,2008,69.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Low income,LIC,2012,15.2715645126135,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Oman,OMN,1991,92.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Paraguay,PRY,2010,50.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Tunisia,TUN,2013,80.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Cambodia,KHM,2015,41.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Switzerland,CHE,1995,82,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,1991,23.7131237289073,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Sweden,SWE,1995,93.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Low income,LIC,1994,15.4072773192968,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Serbia,SRB,2006,77.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Iceland,ISL,2016,92.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Singapore,SGP,1996,91.9000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Libya,LBY,1997,68.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,New Caledonia,NCL,1991,80.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Chile,CHL,1997,74.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Luxembourg,LUX,2002,94.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,India,IND,1999,8.19999980926514,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Kuwait,KWT,1991,99.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Cameroon,CMR,1995,5.59999990463257,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Philippines,PHL,2013,55.9000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Indonesia,IDN,1997,30.2000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Switzerland,CHE,2002,85.6999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Mauritius,MUS,2008,84,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Bangladesh,BGD,2001,13.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,North America,NAC,2014,92.030661762955,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Congo, Rep.",COG,1992,9.60000038146973,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Denmark,DNK,2008,95,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Kenya,KEN,2011,23.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Tonga,TON,1991,34.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Belarus,BLR,2005,97.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Malta,MLT,1994,94.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Portugal,PRT,2017,86.6999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Zimbabwe,ZWE,2002,23.7000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Fiji,FJI,2007,57.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Italy,ITA,1999,77.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Europe & Central Asia (excluding high income),ECA,2004,76.8819428115397,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Early-demographic dividend,EAR,2013,34.2706915122849,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Niger,NER,2010,4.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Nigeria,NGA,2011,59.2000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Least developed countries: UN classification,LDC,2004,10.8804244208377,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Gabon,GAB,2017,59.7999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Korea, Rep.",KOR,1992,58.2000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Tanzania,TZA,2002,5.19999980926514,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Colombia,COL,1998,54.2999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Mongolia,MNG,2002,39.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Portugal,PRT,2014,85.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Latvia,LVA,2012,91,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Other small states,OSS,2010,66.6906438554147,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Liberia,LBR,2016,10.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Turkmenistan,TKM,2009,70.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Brunei Darussalam,BRN,2007,91.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Bahrain,BHR,2002,98.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Ethiopia,ETH,1995,7,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,St. Lucia,LCA,1995,72.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,North America,NAC,2001,91.4137044913197,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Samoa,WSM,2002,50.0999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Central African Republic,CAF,2003,18.2000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Tunisia,TUN,2016,81.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Latin America & Caribbean (excluding high income),LAC,1995,58.6969130374662,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Norway,NOR,1997,94.8000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Sweden,SWE,1998,93.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Early-demographic dividend,EAR,2002,24.0579110376599,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Kyrgyz Republic,KGZ,1996,36.2999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,St. Vincent and the Grenadines,VCT,2007,89.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Costa Rica,CRI,1992,78.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Argentina,ARG,2010,81.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Brazil,BRA,1996,63.2999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Central African Republic,CAF,2006,18,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Lao PDR,LAO,1994,4.90000009536743,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,St. Lucia,LCA,1998,73.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Sub-Saharan Africa,SSF,1991,21.2498212846198,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,East Asia & Pacific (excluding high income),EAP,2009,51.2093760444154,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Iran, Islamic Rep.",IRN,2009,46.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Venezuela, RB",VEN,2012,64,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Montenegro,MNE,2006,78.9000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,OECD members,OED,2005,85.188105572957,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Hungary,HUN,2012,91.3000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Costa Rica,CRI,1999,74.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,20.2620812147171,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Turkmenistan,TKM,2007,70.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,1991,21.2498212846198,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Kuwait,KWT,2001,99.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,OECD members,OED,1992,81.3950638826672,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Kyrgyz Republic,KGZ,1992,35,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Portugal,PRT,2011,82.6999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Singapore,SGP,2012,89.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Zimbabwe,ZWE,1995,19.3999996185303,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Trinidad and Tobago,TTO,2002,83,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Estonia,EST,2007,94.5,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Lebanon,LBN,1997,84,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,"Korea, Dem. People’s Rep.",PRK,2001,63.5999984741211,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Timor-Leste,TLS,2003,20.7000007629395,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,IDA & IBRD total,IBT,1998,37.1203726831313,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Maldives,MDV,1996,40.4000015258789,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Japan,JPN,1996,79,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,OECD members,OED,2013,86.0643360817727,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Mozambique,MOZ,1999,2.40000009536743,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Slovak Republic,SVK,2011,90.1999969482422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,East Asia & Pacific (excluding high income),EAP,2017,57.4160883856422,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Least developed countries: UN classification,LDC,2001,11.1198414829779,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Colombia,COL,1996,52.7999992370605,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Saudi Arabia,SAU,2012,98.8000030517578,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Late-demographic dividend,LTE,2003,51.9342788993813,232,27,1991,2017
"Wage and salaried workers, female (% of female employment)",SL.EMP.WORK.FE.ZS,Sri Lanka,LKA,1998,55.2000007629395,232,27,1991,2017
